﻿DLC1ControlTip_RoamingModeBtn1,Income estimate,คาดคะเนรายได้
DLC1ControlTip_RoamingModeBtn2,Open/Hide Task Tracking,แสดง/ซ่อน การติดตามภารกิจ
DLC1ControlTip_RoamingModeBtn3,"Move Cursor\nPress to Open Message Interface","เลื่อนเมาส์\nกดเพื่อเปิดหน้าต่างข้อความ"
DLC1ControlTip_RoamingModeBtn4,-
DLC1ControlTip_RoamingModeBtn5,-
DLC1ControlTip_RoamingModeBtn6,-
DLC1ControlTip_RoamingModeBtn7,-
DLC1ControlTip_RoamingModeBtn8,Camera Positioning Sect
DLC1ControlTip_RoamingModeBtn9,-
DLC1ControlTip_RoamingModeBtn10,-
DLC1ControlTip_RoamingModeBtn11,Execute,เริ่มทำงาน
DLC1ControlTip_RoamingModeBtn12,-
DLC1ControlTip_RoamingModeBtn13,Select target,เลือกเป้าหมาย
DLC1ControlTip_RoamingModeBtn14,Switch Operation Mode
DLC1ControlTip_RoamingModeBtn15,Press to Open/Close Button Tips,กดเพื่อ เปิด/ปิด ปุ่มแสดงคำแนะนำ
DLC1ControlTip_RoamingModeBtn16,Open Settings,เปิดการตั้งค่า
DLC1ControlTip_BattleModeBtn1,Retreat,ย้อนกลับ
DLC1ControlTip_BattleModeBtn2,Auto Mode,โหมดอัตโนมัติ
DLC1ControlTip_BattleModeBtn3,Control Cursor,ควบคุมเม้าส์
DLC1ControlTip_BattleModeBtn4,-
DLC1ControlTip_BattleModeBtn5,-
DLC1ControlTip_BattleModeBtn6,-
DLC1ControlTip_BattleModeBtn7,-
DLC1ControlTip_BattleModeBtn8,-
DLC1ControlTip_BattleModeBtn9,-
DLC1ControlTip_BattleModeBtn10,Switch Battle Speed,สลับความเร็วการต่อสู้
DLC1ControlTip_BattleModeBtn11,-
DLC1ControlTip_BattleModeBtn12,Return/Re-move,ย้อนกลับ/เดินใหม่
DLC1ControlTip_BattleModeBtn13,Confirm/Normal Attack/Info (Long Press),ยืนยัน/โจมตีปกติ/รายละเอียด(กดค้าง)
DLC1ControlTip_BattleModeBtn14,-
DLC1ControlTip_BattleModeBtn15,Open/Close Key Prompt (Press Down),เปิด/ปิด Key Prompt (กดปุ่มลง)
DLC1ControlTip_BattleModeBtn16,-
